Compensation,Address,Title,Employment Type,URL,Description 
3BR,5 Place De La Belle-Rive,"5 1/2, piscine, jacuzzi, sauna",,https://montreal.craigslist.ca/apa/d/5-1-2-piscine-jacuzzi-sauna/6341095912.html,"Le Domaine Bellerive est un complexe résidentiel situé sur le bord de l'eau dans Chambord à Laval offrant d'élégants 1 1/2, 3 1/2, 4 1/2  et 5 1/2 rénovés semi-meublés.  Situé à 5 minutes du pont Lachapelle, il est près de l'autoroute 15 et facile d'accès par transport en commun.

S'il vous plaît appelez au : 
 Chauffage, eau chaude, cuisinière, réfrigérateur et lave-vaisselle (dans certains appartements)




























S'il vous plaît, appelez au: 
https://www.caprent.com/fr/appartements-a-louer/laval-qc/domaine-bellerive/

*Certaines conditions peuvent s'appliquer.
*Photos, disponibilité, prix peuvent varier selon les saisons.

----


The Domaine Bellerive is a waterfront highrise residential complex in Chomedey Laval offering renovated elegant unfurnished studios, 1, 2 and 3 bedrooms apartments.  Located 5 minutes away from the Lachapelle bridge, close to the highway 15 and easy to reach by public transport.

Please call: 
 Heating, hot water, stove, refrigerator & dishwasher (in some apartments)










 

















Please call: 
https://www.caprent.com/apartments-for-rent/laval-qc/domaine-bellerive/

*Conditions may apply.
*Photos, availability, pricing may vary depending on season and availability."
1BR,7110 de la Deviniere,"3 1/2  Anjou - professionally managed bldg, FREE APPLE TV!",,https://montreal.craigslist.ca/apa/d/3-1-2-anjou-professionally/6311556322.html,"Le 7110 de la Devinière est un édifice professionnellement géré et entretenu dans un secteur amical et un voisinage sécuritaire, faisant de cet édifice une résidence idéale pour professionnels et familles.














----"
2BR,5 Place De La Belle-Rive,"4 1/2, piscine, jacuzzi, sauna",,https://montreal.craigslist.ca/apa/d/4-1-2-piscine-jacuzzi-sauna/6341096444.html,"Le Domaine Bellerive est un complexe résidentiel situé sur le bord de l'eau dans Chambord à Laval offrant d'élégants 1 1/2, 3 1/2, 4 1/2  et 5 1/2 rénovés semi-meublés.  Situé à 5 minutes du pont Lachapelle, il est près de l'autoroute 15 et facile d'accès par transport en commun.

S'il vous plaît appelez au : 
 Chauffage, eau chaude, cuisinière, réfrigérateur et lave-vaisselle (dans certains appartements)




























S'il vous plaît, appelez au: 
https://www.caprent.com/fr/appartements-a-louer/laval-qc/domaine-bellerive/

*Certaines conditions peuvent s'appliquer.
*Photos, disponibilité, prix peuvent varier selon les saisons.

----


The Domaine Bellerive is a waterfront highrise residential complex in Chomedey Laval offering renovated elegant unfurnished studios, 1, 2 and 3 bedrooms apartments.  Located 5 minutes away from the Lachapelle bridge, close to the highway 15 and easy to reach by public transport.

Please call: 
 Heating, hot water, stove, refrigerator & dishwasher (in some apartments)










 

















Please call: 
https://www.caprent.com/apartments-for-rent/laval-qc/domaine-bellerive/

*Conditions may apply.
*Photos, availability, pricing may vary depending on season and availability."
1BR,3505 Ste Famille,"one bedroom-Mcgill-downtown Montreal, Metro Place-des-arts",,https://montreal.craigslist.ca/apa/d/one-bedroom-mcgill-downtown/6325215647.html,"Downtown Montreal apartment.

All the luxuries of urban living are right outside the front door.

3505 St. Famille is located in a friendly vibrant area of Montreal, just south of the trendy Plateau area. Transportation is very close - only 6 minute walk to Place-des-Arts metro and 8 minute walk to Sherbrooke metro, McGill University is 5 minutes walk away and Mont-Royal Parc is a short walk away.
Building is located on a residential and peaceful street, near all of the necessary services; banks, post office, grocery stores, pharmacy, and restaurants.
Convenience and ease of living are two great features of this property.



For more information:
-  Call or text .
-  Visit .

----


Appartements au centre ville de Montréal.

Tout le luxe de la vie urbaine devant votre porte.

3505 St. Famille est situé dans un quartier amical et animé de Montréal, se trouvant juste au sud de la place en vogue du Plateau, Les transports sont très - seulement à 6 minutes à pied de la Station Place-des-Arts et à 8 minutes à pied de la station Sherbrooke, L'université McGill est à 5 minutes à pied et le parc Mont-Royal est également tout proche.
Le bâtiment est localisé dans une rue tranquille et résidentielle, proche de tous les services nécessaires; banque, bureau de poste, épiceries, pharmacies, et restaurants.
La simplicité et l'aisance de vivre sont les deux grands avantages de cette propriété.



Pour plus d'information:
-  Téléphone ou texto au .
-  Visiter le site ."
1BR,,Plateau!!!3 ½(1 closed Bdr)975$!!!St-Hubert street !!!1 MONTH FREE!!!,800,https://montreal.craigslist.ca/apa/d/plateau3-1-closed-bdr975st/6340918412.html,"<b> The apartment </b>

- Type: 3 ½

- Second floor of a triplex

- Other: hardwood flooring and a private balcony in the back

- Rent: 975 $/month (lease of 12 months) including a stove and a fridge

- Available now

<b> The building </b>

- Location: St-Hubert street / Rachel street

- Neighbourhood: Plateau

ST-HUBERT 4086

<b> Transport </b>

- Metro: Mont-Royal (orange line) at 10 minutes walking - Sherbrooke (orange line) at 10 minutes walking

<b> Close by (10 minutes walking) </b>

- Metro: Mont-Royal (orange line) and Sherbrooke (orange line)

- Grocery store: L'Inter-Marché and SAQ

- Commercial street: Mont-Royal, St-Denis et Rachel

- Other: La Fontaine Park, hospital Notre-Dame, Square St-Louis Park, the Institut de tourisme et

d'hôtelerie du Québec (ITHQ) et the Conseil des arts de Montréal

For more info please text Jean Philippe 
 








<b> L'appartement </b>

- Grandeur : 3 ½

- Deuxième étage d'un triplex

- Autres : plancher de bois franc et un balcon privé à l'arrière

- Loyer : 975 $/mois (bail de 12 mois) incluant le poêle et le frigo

- Disponible

<b> L'immeuble </b>

- Emplacement : rue St-Hubert / rue Rachel

- Quartier : Plateau

<b> Transport </b>

- Métro : Mont-Royal (ligne orange) à 10 minutes de marche - Sherbrooke (ligne orange) à 10 minutes de

marche

<b> À proximité (10 minutes de marche maximum) </b>

- Métro : Mont-Royal (ligne orange) et Sherbrooke (ligne orange)

- Épicerie : L'Inter-Marché et SAQ

- Rue commerciale : Mont-Royal, St-Denis et Rachel

- Autres : Parc La Fontaine, hôpital Notre-Dame, Parc Square St-Louis, Institut de tourisme et d'hôtellerie

du Québec (ITHQ) et le conseil des arts de Montréal

Pour plus de renseignements, veuillez texter Jean Philippe au"
1BR,1570 rue St. Timothee,3 1/2 - Metro Berri UQAM - spacious - furnished - FREE APPLE TV!,,https://montreal.craigslist.ca/apa/d/3-1-2-metro-berri-uqam/6341085629.html,"For more information:
-  Call or text .
-  Visit ."
3BR,6994 rue boyer,"metro et marché jean-Talon, Villeray petite-patrie",800,https://montreal.craigslist.ca/apa/d/metro-et-march-jean-talon/6340954546.html,"6994 3e sud

Superbe appartement, beaucoup de cachet,  spacieux, planchers  bois franc, 3e étage, très lumineux (fenêtres côté est, sud et ouest).  Fraichement rénové.  Belle rue avec grands arbres.  Près du marché et métro Jean-Talon (ligne orange et bleue).  Services à moins de 3 min de marche (Boulangerie au coin de la rue, 2 épiceries, pharmacies, piste cyclable).  
3 pièces fermées et salon ouvert sur la cuisine.   Lave-vaisselle et sécheuse neufs inclus.
Non-fumeur.  Pour maintenir la quiétude de l'endroit, un maximum de 2 locataires qui habitent l'appartement.   
Superb apartment, great location, high ceilings, wood floors, lots of natural lighting (windows on Est, South and West sides) . Located near Jean Talon market and metro station, cycling path and many trees on the street. 3 minutes walk to grocery stores, drug stores. Bakery right on the street corner. 
3 closed rooms plus dining room adjacent  to kitchen
Just renovated, includes dishwasher, dryer..
Non smoker and maximum of two tenants to insure quiet and peaceful occupancy of building residents (owners live in the ground floor apartment)
Manon"
1BR,Beaubien / Assomption,Cession de bail en urgence de notre 3 1/2 refait à neuf !!,,https://montreal.craigslist.ca/apa/d/cession-de-bail-en-urgence-de/6340890603.html,"Nous devons rentrer en France en urgence fin octobre 2017, nous libérons donc notre 3 1/2 semi-meublé (200$ de déposit pour le four et le frigo qui vous sera remis à votre départ) en demi sous-sol pour le 1er novembre 2017 lumineux (voir avant), refait à neuf ainsi que l'isolation complète du logement. L'eau chaude est comprise mais pas l'électricité (environ 60$ pour 2 mois l'hiver).
Loué non meublé, possibilité de rachat de nos meubles neufs IKEA sans punaises de lit (table basse, matelas 2 personnes neuf, couette chaude, 2 oreillers linge de lit + canapé lit) et le nécessaire de cuisine. Vous avez une laverie (laveuse / sécheuse) dans l'immeuble.
NON FUMEUR, PAS D'ANIMAUX.
Notre bail va jusqu'en juin 2018 idéal si vous souhaiter faire un roadtrip pour l'été.

Le bus 18 est au pied de l'immeuble qui rejoint la station Beaubien (ligne orange) en 20 minutes.
Le bus 131 est également au pied de l'immeuble (trottoir d'en face) qui rejoint la station Assomption (ligne verte) en 8 minutes, la station Berry UQAM en 20 minutes.

Magasin IGA et Métro à 5 minutes à pied, nombreux café, restaurants, dépanneurs à proximité, parc Maisonneuve à 10 minutes à pied.

Merci de nous contacter par téléphone 
 
 pour planifier les visites (préférable car pas de wifi)."
2BR,Otterburn Park,Beau 4 1/2 lumineux - clé en main,,https://montreal.craigslist.ca/apa/d/beaulumineux-cl-en-main/6340909850.html,"Beau 4 1/2 au rez-de-chaussée d'un immeuble comptant 2 étages, situé sur un coin, donc très lumineux. Très propre, clé en main. Une piscine est accessible aux locataires ainsi qu'un stationnement. Libre le 1er décembre 2017. Pour informations ou visite, contactez Mylène au"
2BR,,Plateau!!!4 ½ (2 closed bedroom)1425$!!St-Dominique st!!!1 MONTH FREE!,900,https://montreal.craigslist.ca/apa/d/plateau4-2-closed/6340916922.html,"The apartment

- Type: 4 ½ (2 bedrooms)
- Second floor of a triplex
- Other: hardwood flooring, new kitchen, new bathroom.
- Rent: 1425 $/month (lease of 12 months) including a stove and a fridge.
- Availability: September 1st 2017
The building
- Location: St-Dominique street / Mont-Royal ave
- Neighbourhood: Plateau
Transport
- Metro: Mont-Royal (orange line) at 10 minutes walking
- Downtown: 80 bus on park Avenue and 435 bus express on park Avenue at 5 minutes walking
- University of Montreal, Polytechnic and HEC: 51 bus on Laurier street at 5 minutes walking
- University McGill: 80 bus and 435 bus express on park Avenue at 5 minutes walking
Close by (10 minutes walking)
- Metro: Mont-Royal (orange line)
- Grocery store: Provigo and L'Inter-Marché
- Commercial street: Mont-Royal et St-Laurent
- Other: Mont-Royal park and Jeanne-Mance park

For more information, please text Jean Philippe at 
 








L'appartement

- Grandeur : 4 ½ (2 chambres à coucher)
- Deuxième étage d'un triplex
- Autres : plancher de bois franc, nouvelle salle de bain, nouvelle cuisine.
- Loyer : 1425$/mois (bail de 12 mois) incluant le poêle et le frigo
- Disponibilité : 1er septembre 2017
L'immeuble
- Emplacement : rue St-Dominique / ave Mont-Royal
- Quartier : Plateau
Transport
- Métro : Mont-Royal (ligne orange) à 10 minutes de marche
- Centre-ville : autobus 80 et autobus express 435 sur l'avenue du parc à 5 minutes de marche
- Université de Montréal, Polytechnique  et HEC : autobus 51 sur la rue St-Joseph (5 minutes de marche)
- Université McGill : autobus 80 et autobus express 435 sur l'avenue du parc à 5 minutes de marche
À proximité (10 minutes de marche maximum)
- Métro : Mont-Royal (ligne orange)
- Épicerie : Provigo et L'Inter-Marché
- Rue commerciale : Mont-Royal et St-Laurent
- Autres : parc du Mont-Royal et parc Jeanne-Mance

Pour plus de renseignements, veuillez texter Jean Philippe au"
1BR,,Mile End 3 ½ (1 bedroom+1 office)-!!1100$ HEATED!!!1 MONTH FREE!!!,800,https://montreal.craigslist.ca/apa/d/mile-end-3-1-bedroom1-office/6340917417.html,"<b> The apartment </b>
- Type: 3 ½ (1 bedroom + 1 office)
- Second floor of a building
- Other: hardwood flooring and hot water heating
- Rent: 1100 $/month (lease of 12 months) including heating, hot water, a stove and a fridge
- Availability: October 1, 2017
<b> The building </b>
- Location: St-Joseph Street / Hutchison Street
- Neighbourhood: Mile-End
- Laundry room in the building
<b> Transport </b>
- Metro: Laurier (orange line) and Outremont (blue line) at 10 minutes walking
- Downtown: 80 bus on park Avenue in front of the building
- University of Montreal, Polytechnic and HEC: 51 bus on Laurier street at 5 minutes walking
- University McGill: 80 bus and 435 bus express on park Avenue in front of the building
<b> Close by (10 minutes walking) </b>
- Metro: Laurier (orange line) and Outremont (blue line)
- Grocery store: PA, Supermarché 4 frères, fruiterie Mile-End and Latina
- Commercial street: St-Viateur, Bernard and Laurier
- Other: Mile-End library, YMCA, Mount-Royal park and Outremont Park

For more information please text Jean Philippe 
 







<b> L'appartement </b>
- Grandeur : 3 ½ (1 chambre à coucher + 1 bureau)
- Deuxième étage d'un immeuble
- Autres : plancher de bois franc et chauffage à eau chaude
- Loyer : 1100 $/mois (bail de 12 mois) incluant le chauffage, l'eau chaude, un poêle et un frigo
- Disponibilité : 1 octobre 2017
<b> L'immeuble </b>
- Emplacement : rue St-Joseph / Rue Hutchison
- Quartier : Mile-End
- Buanderie dans l'immeuble
<b> Transport </b>
- Métro : Laurier (ligne orange) et Outremont (ligne bleu) à 10 minutes de marche
- Centre-ville : autobus 80 sur l'avenue du parc en face du bâtiment
- Université de Montréal, Polytechnique  et HEC : autobus 51 sur la rue Laurier (5 minutes de marche)
- Université McGill : autobus 80 et autobus express 435 sur l'avenue du parc en face du bâtiment
<b> À proximité (10 minutes de marche maximum) </b>
- Métro : Laurier (ligne orange) et Outremont (ligne bleu)
- Épicerie : PA, supermarché 4 frères, fruiterie Mile-End et Latina
- Rue commerciale : St-Viateur, Bernard et Laurier
- Autres : bibliothèque Mile-End, YMCA, parc du Mont-Royal et parc Outremont

Pour plus de renseignements, veuillez texter Jean Philippe au"
